query_idx,query,gt_doc_id,outlier_doc_id,gt_score,outlier_score,score_delta,dist_to_gt,gt_text,outlier_text
31,Necrotizing fasciitis: an indication for hyperbaric oxygenation therapy?,7482275,16509286,1.0,1.0,0.0,0.07629591226577759,"The accepted treatment protocol for necrotizing fasciitis (NF) consists of extensive surgery and wide spectrum antibiotics. Hyperbaric oxygenation (HBO) has been recommended as adjuvant therapy for NF, improving patient mortality and outcome. However, the beneficial effect of HBO for NF remains controversial. A retrospective evaluation of treatment outcome in 37 patients treated for NF between 1984 and 1993 was carried out. The mortality rate, morbidity criteria, and risk factors for grave prognosis were compared between a group of 25 patients who received HBO as part of their treatment protocol and a group of the remaining 12 patients treated by surgical excision and antibiotics alone. The two groups were found to be similar with regard to age, gender, the incidence of individual risk factors for ominous prognosis, and the Acute Physiology and Chronic Health Evaluation (APACHE) II score for disease's severity on presentation. The mortality rate among the HBO-treated patients was 36%, as opposed to 25% in the non-HBO group. The mean number of surgical débridements required per patient was significantly higher in the HBO group: 3.3 compared with 1.5 in the non-HBO-treated patients. Although the average length of hospitalization for survivors was shorter for the HBO group, the difference between the groups did not reach statistical significance. The results of this study cast doubt on the suggested advantage of HBO in reducing patient mortality and morbidity when used as adjuvant therapy for NF.","A retrospective analysis of 42 patients with necrotizing soft tissue infections treated with adjunctive HBO2 to ascertain efficacy and safety. Overall mortality was 11.9% and morbidity 5%. Necrotizing soft tissue infections have historically high rates of mortality and morbidity, including amputation. Common misconceptions that prevent widespread use of adjunctive HBO2 for this diagnosis include delays to surgery, increased morbidity, and significant complications. Forty-two consecutive patients (average age 56.1) with necrotizing fasciitis presenting to a major referral center were treated with adjunctive HBO2 as part of an aggressive program of surgery, antibiotics, and critical care. Involved areas included the lower abdomen (15 patients), thigh and perineum (9 patients), flank (4 patients), lower leg (3 patients), and arm, shoulder, and axilla (2 patients). Co-morbidities included diabetes mellitus, chronic renal failure, intravenous drug abuse, peripheral vascular disease, and malignancy. Mortality was 11.9% (5 patients). Both amputations (a finger and a penis), occurred prior to transport to our facility. The average number of surgical debridements was 2.8 per patient; 1.25 performed prior to the start of HBO. The infectious process was controlled after an average of 7 HBO2 treatments were administered to ensure successful wound closure. Complications consisted of only mild ear barotrauma in 3 patients (7%), and confinement anxiety in 17 (41%) but did not prevent treatment. Compared to national reports of outcomes with ""standard"" regimens for necrotizing fasciitis, our experience with HBO2, adjunctive to comprehensive and aggressive management, demonstrates reduced mortality (34% v. 11.9%), and morbidity (amputations 50% v. 0%). The treatments were safe and no delays to surgery or interference with standard therapy could be attributed to HBO2."
38,Do follow-up recommendations for abnormal Papanicolaou smears influence patient adherence?,10575390,9456441,1.0,1.0,0.0,0.17442268133163452,"To compare adherence to follow-up recommendations for colposcopy or repeated Papanicolaou (Pap) smears for women with previously abnormal Pap smear results. Retrospective cohort study. Three northern California family planning clinics. All women with abnormal Pap smear results referred for initial colposcopy and a random sample of those referred for repeated Pap smear. Medical records were located and reviewed for 90 of 107 women referred for colposcopy and 153 of 225 women referred for repeated Pap smears. Routine clinic protocols for follow-up--telephone call, letter, or certified letter--were applied without regard to the type of abnormality seen on a Pap smear or recommended examination. Documented adherence to follow-up within 8 months of an abnormal result. Attempts to contact the patients for follow-up, adherence to follow-up recommendations, and patient characteristics were abstracted from medical records. The probability of adherence to follow-up vs the number of follow-up attempts was modeled with survival analysis. Cox proportional hazards models were used to examine multivariate relationships related to adherence. The rate of overall adherence to follow-up recommendations was 56.0% (136/243). Adherence to a second colposcopy was not significantly different from that to a repeated Pap smear (odds ratio, 1.40; 95% confidence interval, 0.80-2.46). The use of as many as 3 patient reminders substantially improved adherence to follow-up. Women without insurance and women attending 1 of the 3 clinics were less likely to adhere to any follow-up recommendation (hazard ratio for no insurance, 0.43 [95% confidence interval, 0.20-0.93], and for clinic, 0.35 [95% confidence interval, 0.15-0.73]). Adherence to follow-up was low in this family planning clinic population, no matter what type of follow-up was advised. Adherence was improved by the use of up to 3 reminders. Allocating resources to effective methods for improving adherence to follow-up of abnormal results may be more important than which follow-up procedure is recommended.","We describe and evaluate efforts to improve the follow-up care of patients with abnormal Papanicolaou test results at an academic family practice center at Shadyside Hospital in Pittsburgh. From 1994 to 1996, 1796 patients received Papanicolaou testing; 147 (8 percent) of the smears had abnormal findings--16 percent had atypia, 83 percent had dysplasia, and 1 percent had carcinoma in situ. Patients received follow-up care based on a formalized protocol using educational input, logistic aids, and automated prompting. Overall follow-up success rates and colposcopy completion rates increased dramatically. Whereas 36 percent of patients with abnormal findings on Papanicolaou smears had been overdue for follow-up in 1990, only 13 percent were overdue in 1996 after our interventions. Patients assigned to Papanicolaou testing for follow-up of abnormal findings failed to receive a test in 9 of 45 (20 percent) cases, but those assigned to colposcopy follow-up failed to receive a test in only 10 of 102 (10 percent) of cases. Appointment failure rates at colposcopy clinic dropped from 56 percent in 1993 to 12 percent in 1996. Colposcopic biopsy was far superior to Papanicolaou test for detecting precursors of cervical cancer at follow-up. Educational programs, formalized approaches to care, transportation assistance, and reminder systems are not only practical but also can dramatically improve the outcome of cervical cancer screening programs."
38,Do follow-up recommendations for abnormal Papanicolaou smears influence patient adherence?,10575390,1732434,1.0,1.0,0.0,0.2304229736328125,"To compare adherence to follow-up recommendations for colposcopy or repeated Papanicolaou (Pap) smears for women with previously abnormal Pap smear results. Retrospective cohort study. Three northern California family planning clinics. All women with abnormal Pap smear results referred for initial colposcopy and a random sample of those referred for repeated Pap smear. Medical records were located and reviewed for 90 of 107 women referred for colposcopy and 153 of 225 women referred for repeated Pap smears. Routine clinic protocols for follow-up--telephone call, letter, or certified letter--were applied without regard to the type of abnormality seen on a Pap smear or recommended examination. Documented adherence to follow-up within 8 months of an abnormal result. Attempts to contact the patients for follow-up, adherence to follow-up recommendations, and patient characteristics were abstracted from medical records. The probability of adherence to follow-up vs the number of follow-up attempts was modeled with survival analysis. Cox proportional hazards models were used to examine multivariate relationships related to adherence. The rate of overall adherence to follow-up recommendations was 56.0% (136/243). Adherence to a second colposcopy was not significantly different from that to a repeated Pap smear (odds ratio, 1.40; 95% confidence interval, 0.80-2.46). The use of as many as 3 patient reminders substantially improved adherence to follow-up. Women without insurance and women attending 1 of the 3 clinics were less likely to adhere to any follow-up recommendation (hazard ratio for no insurance, 0.43 [95% confidence interval, 0.20-0.93], and for clinic, 0.35 [95% confidence interval, 0.15-0.73]). Adherence to follow-up was low in this family planning clinic population, no matter what type of follow-up was advised. Adherence was improved by the use of up to 3 reminders. Allocating resources to effective methods for improving adherence to follow-up of abnormal results may be more important than which follow-up procedure is recommended.","A randomized trial was conducted to evaluate the impact of a telephone counseling intervention to improve patient adherence to colposcopic examination for suspected cervical intraepithelial neoplasia (CIN). Subjects were lower-income, minority women who missed a scheduled initial appointment for colposcopy at an urban medical clinic. Patients were randomly assigned to either a control condition (n = 42) or a telephone counseling condition (n = 48). The 15-minute, structured telephone counseling intervention protocol addressed educational, psychosocial, and practical barriers to colposcopy adherence. The most common patient-reported barriers to colposcopy adherence included a lack of understanding of the purpose of colposcopy (50%), worry about or fear of cancer (25%), and forgetting (23%). Telephone counseling was found to be highly effective in addressing these barriers and improving adherence to diagnostic follow-up and treatment. Of patients in the control condition, 43% complied with a rescheduled colposcopy appointment, compared with 67% in the telephone counseling condition. Logistic regression analysis indicated that the effect of telephone counseling was independent of sociodemographic confounder variables (odds ratio = 2.6; P less than .003). Additionally, 74% of patients who received the initial telephone counseling adhered to recommended treatment, compared with 53% of patients in the control condition. Brief, structured telephone contact may be a cost-effective mechanism for improving adherence to diagnostic follow-up and treatment for a variety of cancer screening tests."
40,Does diabetes mellitus influence the efficacy of FDG-PET in the diagnosis of cervical cancer?,15703931,22088805,1.0,1.0,0.0,0.21975314617156982,"Compared with computed tomography (CT) and magnetic resonance imaging (MRI), positron emission tomography (PET) may have additional value in the assessment of primary and recurrent cervical cancer. However, the degree of tumour uptake of (18)F-2-fluoro-2-deoxy-D: -glucose (FDG) uptake is sometimes influenced by diabetes mellitus (DM). Therefore, we conducted this prospective study to compare the diagnostic ability of FDG-PET in patients with cervical cancer complicated by DM and those without DM. Patients with untreated locally advanced primary or clinically curable recurrent cervical carcinoma were enrolled. Both FDG-PET and MRI/CT scans were performed within 2 weeks. Patients were categorised into the following groups: hyperglycaemic DM (fasting blood sugar >126 mg/dl), euglycaemic DM and non-DM. The lesions were confirmed histologically or by clinical follow-up. The receiver operating characteristic curve method, with calculation of the area under the curve (AUC), was used to evaluate the discriminative power. From February 2001 to January 2003, 219 patients (75 with primary and 144 with recurrent cervical cancer) were eligible for analysis. Sixteen had hyperglycaemic DM, 12 had euglycaemic DM and 191 were in the non-DM group. The diagnostic power of PET in the hyperglycaemic DM, euglycaemic DM and non-DM groups did not differ significantly with regard to the identification of either metastatic lesions (AUC, 0.967/0.947/0.925, P>0.05) or primary tumours/local recurrence (AUC, 0.950/0.938/0.979, P>0.05). Considering all DM patients, PET showed a significantly higher detection power than MRI/CT scans in respect of metastatic lesions (AUC=0.956 vs 0.824, P=0.012). In comparison with its accuracy in non-DM patients, the accuracy of PET in cervical cancer patients with mild to moderate DM was not significantly reduced.","Net cellular uptake of (18)F-FDG is adversely affected by elevated plasma glucose levels. The purpose of our study was to investigate the influence of hyperglycemic state at the time of (18)F-FDG injection on the diagnostic accuracy of (18)F-FDG PET/CT. Pre-scan plasma glucose levels of all patients who were referred for PET/CT with an oncologic indication during the year 2005 were reviewed. All seventy-six patients (50 men, 26 women, mean age ± SD: 65.5 ± 9.7 years) with pre-scan glucose level higher than 140 mg/dL (mean plasma glucose level ± SD: 168.7 ± 30.8, ranging from 140 to 260 mg/dL) were enrolled into our study. The accuracy of PET/CT scans was assessed using concurrent or follow-up CT, MRI and histologic evidences as well as clinical follow-up as the reference standard. PET/CT was true positive in 37 patients, true-negative in 30 patients, false negative in 6 patients and false positive in 3 patients. Overall sensitivity, specificity, positive predictive value, negative predictive value and diagnostic accuracy of (18)F-FDG PET/CT on a patient basis were 86%, 90.9%, 92.5%, 83.3% and 88.1%, respectively. Diabetes mellitus was recorded in 50 patients. No significant diagnostic accuracy difference between diabetics and non-diabetics was noticed. Our study suggests that (18)F-FDG accumulation of malignant lesions remains sufficiently high for reliable qualitative clinical diagnosis in chronic and acute hyperglycemic states. However, regarding the discordant and inconclusive results of the available reports and the remarkable concerns with reference to the adverse effects of elevated plasma glucose levels on the diagnostic accuracy of (18)F-FDG PET/CT scans, further direct clues seems to be required and should be provided by future studies."
43,Can a practicing surgeon detect early lymphedema reliably?,14599616,22675520,0.8,0.8,0.0,0.21934467554092407,"Lymphedema may be identified by simpler circumference changes as compared with changes in limb volume. Ninety breast cancer patients were prospectively enrolled in an academic trial, and seven upper extremity circumferences were measured quarterly for 3 years. A 10% volume increase or greater than 1 cm increase in arm circumference identified lymphedema with verification by a lymphedema specialist. Sensitivity and specificity of several different criteria for detecting lymphedema were compared using the academic trial as the standard. Thirty-nine cases of lymphedema were identified by the academic trial. Using a 10% increase in circumference at two sites as the criterion, half the lymphedema cases were detected (sensitivity 37%). When using a 10% increase in circumference at any site, 74.4% of cases were detected (sensitivity 49%). Detection by a 5% increase in circumference at any site was 91% sensitive. An increase of 5% in circumference measurements identified the most potential lymphedema cases compared with an academic trial.","Secondary lymphedema causes swelling in limbs due to lymph retention following lymph node dissection in cancer therapy. Initiation of treatment soon after appearance of edema is very important, but there is no method for early diagnosis of lymphedema. In this study, we compared the utility of four diagnostic imaging methods: magnetic resonance imaging (MRI), computed tomography (CT), lymphoscintigraphy, and Indocyanine Green (ICG) lymphography. Between April 2010 and November 2011, we examined 21 female patients (42 arms) with unilateral mild upper limb lymphedema using the four methods. The mean age of the patients was 60.4 years old (35-81 years old). Biopsies of skin and collecting lymphatic vessels were performed in 7 patients who underwent lymphaticovenous anastomosis. The specificity was 1 for all four methods. The sensitivity was 1 in ICG lymphography and MRI, 0.62 in lymphoscintigraphy, and 0.33 in CT. These results show that MRI and ICG lymphography are superior to lymphoscintigraphy or CT for diagnosis of lymphedema. In some cases, biopsy findings suggested abnormalities in skin and lymphatic vessels for which lymphoscintigraphy showed no abnormal findings. ICG lymphography showed a dermal backflow pattern in these cases. Our findings suggest the importance of dual diagnosis by examination of the lymphatic system using ICG lymphography and evaluation of edema in subcutaneous fat tissue using MRI."
43,Can a practicing surgeon detect early lymphedema reliably?,14599616,18428212,0.8,0.8,0.0,0.15072757005691528,"Lymphedema may be identified by simpler circumference changes as compared with changes in limb volume. Ninety breast cancer patients were prospectively enrolled in an academic trial, and seven upper extremity circumferences were measured quarterly for 3 years. A 10% volume increase or greater than 1 cm increase in arm circumference identified lymphedema with verification by a lymphedema specialist. Sensitivity and specificity of several different criteria for detecting lymphedema were compared using the academic trial as the standard. Thirty-nine cases of lymphedema were identified by the academic trial. Using a 10% increase in circumference at two sites as the criterion, half the lymphedema cases were detected (sensitivity 37%). When using a 10% increase in circumference at any site, 74.4% of cases were detected (sensitivity 49%). Detection by a 5% increase in circumference at any site was 91% sensitive. An increase of 5% in circumference measurements identified the most potential lymphedema cases compared with an academic trial.","The incidence of breast cancer (BC)-related lymphedema (LE) ranges from 7% to 47%. Successful management of LE relies on early diagnosis using sensitive measurement techniques. In the current study, the authors demonstrated the effectiveness of a surveillance program that included preoperative limb volume measurement and interval postoperative follow-up to detect and treat subclinical LE. LE was identified in 43 of 196 women who participated in a prospective BC morbidity trial. Limb volume was measured preoperatively and at 3-month intervals after surgery. If an increase>3% in upper limb (UL) volume developed compared with the preoperative volume, then a diagnosis of LE was made, and a compression garment intervention was prescribed for 4 weeks. Upon reduction of LE, garment wear was continued only during strenuous activity, with symptoms of heaviness, or with visible swelling. Women returned to the 3-month interval surveillance pathway. Statistical analysis was a repeated-measures analysis of variance by time and limb (P<or=.001) comparing the LE cohort with an age-matched control group. The time to onset of LE averaged 6.9 months postoperatively. The mean (+/-standard deviation) affected limb volume increase was 83 mL (+/-119 mL; 6.5%+/-9.9%) at LE onset (P=.005) compared with baseline. After the intervention, a statistically significant mean 48 mL (+/-103 mL; 4.1%+/-8.8%) volume decrease was realized (P<.0001). The mean duration of the intervention was 4.4 weeks (+/-2.9 weeks). Volume reduction was maintained at an average follow-up of 4.8 months (+/-4.1 months) after the intervention. A short trial of compression garments effectively treated subclinical LE."
43,Can a practicing surgeon detect early lymphedema reliably?,14599616,26349574,0.8,0.8,0.0,0.29048216342926025,"Lymphedema may be identified by simpler circumference changes as compared with changes in limb volume. Ninety breast cancer patients were prospectively enrolled in an academic trial, and seven upper extremity circumferences were measured quarterly for 3 years. A 10% volume increase or greater than 1 cm increase in arm circumference identified lymphedema with verification by a lymphedema specialist. Sensitivity and specificity of several different criteria for detecting lymphedema were compared using the academic trial as the standard. Thirty-nine cases of lymphedema were identified by the academic trial. Using a 10% increase in circumference at two sites as the criterion, half the lymphedema cases were detected (sensitivity 37%). When using a 10% increase in circumference at any site, 74.4% of cases were detected (sensitivity 49%). Detection by a 5% increase in circumference at any site was 91% sensitive. An increase of 5% in circumference measurements identified the most potential lymphedema cases compared with an academic trial.","Early detection and timely intervention demonstrate the greatest promise of reducing the incidence of late-stage lymphedema in breast cancer patients undergoing axillary lymph node dissection (ALND). A nomogram was developed for predicting the risk of lymphedema (LE) in patients with ALND. This study's aim was to test the early postoperative prediction model for the diagnosis of clinical and subclinical LE after ALND. Patients requiring ALND were identified preoperatively through our LE program database. Measurements using metered tape with bioimpedance spectroscopy (L-Dex U400) were obtained preoperatively (n = 180) and at 3-6-month intervals postoperatively. The 5-year probability of LE after ALND was calculated using the Cleveland Clinic Risk Calculator. The discrimination of the nomogram was assessed by calculating the area under (AUC) the receiver operating characteristic curve. LE was present in 36.1% (n = 65) of 180 patients with ALND. Of these 65 patients, 22 (12.2%) had clinical LE and 43 (23.9%) had subclinical LE. Statistical analyses showed significant differences in BMI and receipt of radiotherapy between patients with and without LE (p = 0.03 and p = 0.01, respectively). AUC was 0.601, 0.614, and 0.600 for the nomogram using any LE, clinical LE, and subclinical LE patients, respectively. The recently created prediction model for the diagnosis of LE in ALND is not accurate in predicting who will develop clinical or subclinical LE. Periodic monitoring of women with ALND is the most effective method to aid in reducing clinical LE incidence through early detection and timely intervention of LE."
43,Can a practicing surgeon detect early lymphedema reliably?,14599616,27163955,0.8,0.8,0.0,0.32279837131500244,"Lymphedema may be identified by simpler circumference changes as compared with changes in limb volume. Ninety breast cancer patients were prospectively enrolled in an academic trial, and seven upper extremity circumferences were measured quarterly for 3 years. A 10% volume increase or greater than 1 cm increase in arm circumference identified lymphedema with verification by a lymphedema specialist. Sensitivity and specificity of several different criteria for detecting lymphedema were compared using the academic trial as the standard. Thirty-nine cases of lymphedema were identified by the academic trial. Using a 10% increase in circumference at two sites as the criterion, half the lymphedema cases were detected (sensitivity 37%). When using a 10% increase in circumference at any site, 74.4% of cases were detected (sensitivity 49%). Detection by a 5% increase in circumference at any site was 91% sensitive. An increase of 5% in circumference measurements identified the most potential lymphedema cases compared with an academic trial.","We hypothesized that disconcerting lymphedema rates in both sentinel lymph node biopsy (SLNB) and axillary lymph node dissection (ALND) may be because of unrecognized vunerable variations in arm lymphatic drainage within the axilla. Axillary reverse mapping (ARM) facilitates identification and avoidance of arm lymphatics within the axilla and its use may reduce lymphedema. This institutional review board-approved study from June 2007 to December 2013 involved patients undergoing SLNB with or without ALND, or ALND alone. Technetium is injected subareolarly for localization of the breast SLN and isosulfan blue dye (5 mL) is injected in the ipsilateral upper arm for localization of nonbreast lymphatics. Data were collected on identification and preservation of arm lymphatics, crossover rates, blue node metastases, axillary recurrence, and lymphedema as measured by volume displacement. A total of 654 patients prospectively underwent 685 ARM procedures with a SLNB and/or ALND. Objective lymphedema rates for SLNB and ALND were 0.8% and 6.5% respectively, with 26-month median follow up. Blue lymphatics were identified in 29.2% (138/472) of SLNB and 71.8% (153/213) of ALND. Crossover was seen in 3.8% (18/472) of SLNB and 5.6% (12/213) of ALND. Blue node metastases rate was 4.5% (2/44). Axillary recurrence rate was 0.2% and 1.4% for SLNB and ALND, respectively. ARM allows frequent identification of arm lymphatics in the axilla, which would have been transected during routine surgery. Rates of metastases in noncrossover nodes and axillary recurrences are low. Lymphedema rates are dramatically reduced using ARM when compared with accepted standards."
44,Colorectal cancer with synchronous liver metastases: does global management at the same centre improve results?,22537902,22521121,1.0,1.0,0.0,0.06097054481506348,"Synchronous liver metastases (SLM) occur in 20% of colorectal cancers (CRC). Resection of SLM and CLC can be undertaken at different centres (separate management, SM) or at the same centre (global management, GM). Retrospective study of SLM and CRC resections carried out during 01/2000 - 12/2006 by SM or GM, using a combined or delayed strategy. Morphologic characteristics and type of CRC and SLM resection were similar for the GM (n = 45) or SM (n = 66) groups. In patients with delayed liver resection (62 SM, 17 GM), chemotherapy prior to liver surgery was used in 92% and 38% of SM and GM patients (P < 0.0001) and the median delay between procedures was 212 and 182 days, respectively (P = 0.04). First step of liver resection was more often performed during colorectal surgery in the GM group (62 vs. 6% for SM, P < 0.0001) and the mean number of procedures (CRC+SLM) was lower (1.6 vs. 2.3, P = 0.003). Three-month mortality was 3% for GM and 0% for SM (n.s.). Overall survival rates were 67% and 51% for SM and GM at 3 years (n.s.), and 35 and 31% at 5 years (n.s.). Disease-free survival to 5 years was higher in SM patients (14% vs. 11%, P = 0.009). GM of CRC and SLM was associated with fewer procedures but did not influence overall survival. SM was associated with a longer delay and increased use of chemotherapy between procedures, suggesting that more rigorous selection of SM patients for surgery may explain the higher disease-free survival after SLM resection.","Management of patients with synchronous liver metastasis (SLM) is complex and the surgical decision process should be based on a comprehensive oncological strategy. The aim of the study was to compare outcome of single-center management of patients with colorectal cancer (CRC) and resectable SLM to those of referred patients for liver resection only after removal of their primary tumor (PT). Between 2000 and 2007, 47 patients with CRC and SLM underwent resection of both the PT and metastases under our care (unicentric) and 32 were referred after resection of their PT. The two groups were comparable for demographics, PT and metastatic disease data. In unicentric group, 23% received upfront chemotherapy with the PT in place, 53% had a combined CRC and SLM resection, 11% had a two-stage hepatectomy with resection of the primary during the first stage and 36% underwent delayed hepatectomy. The number of surgical interventions, the delay between diagnosis and liver resection (9 vs. 5 months, P < 0.001), the median number of cycles of chemotherapy before hepatectomy (12 vs. 6 months, P < 0.001) were significantly higher in the referred group. Postoperative morbidity was significantly higher in the referred group (75 vs. 47%, P = 0.023). The median follow-up was 43 months. OS and DFS were not significantly different between the two groups. Although the survival benefit is not proven, single-center management of patients with CRC and resectable SLM reduces the number of interventions, the number of cycles of chemotherapy and postoperative morbidity."
44,Colorectal cancer with synchronous liver metastases: does global management at the same centre improve results?,22537902,25601556,1.0,1.0,0.0,0.12530815601348877,"Synchronous liver metastases (SLM) occur in 20% of colorectal cancers (CRC). Resection of SLM and CLC can be undertaken at different centres (separate management, SM) or at the same centre (global management, GM). Retrospective study of SLM and CRC resections carried out during 01/2000 - 12/2006 by SM or GM, using a combined or delayed strategy. Morphologic characteristics and type of CRC and SLM resection were similar for the GM (n = 45) or SM (n = 66) groups. In patients with delayed liver resection (62 SM, 17 GM), chemotherapy prior to liver surgery was used in 92% and 38% of SM and GM patients (P < 0.0001) and the median delay between procedures was 212 and 182 days, respectively (P = 0.04). First step of liver resection was more often performed during colorectal surgery in the GM group (62 vs. 6% for SM, P < 0.0001) and the mean number of procedures (CRC+SLM) was lower (1.6 vs. 2.3, P = 0.003). Three-month mortality was 3% for GM and 0% for SM (n.s.). Overall survival rates were 67% and 51% for SM and GM at 3 years (n.s.), and 35 and 31% at 5 years (n.s.). Disease-free survival to 5 years was higher in SM patients (14% vs. 11%, P = 0.009). GM of CRC and SLM was associated with fewer procedures but did not influence overall survival. SM was associated with a longer delay and increased use of chemotherapy between procedures, suggesting that more rigorous selection of SM patients for surgery may explain the higher disease-free survival after SLM resection.","One quarter of colorectal cancer patients will present with liver metastasis at the time of diagnosis. Recent studies have shown that simultaneous resections are safe and feasible for stage IV colon cancer. Limited data are available for simultaneous surgery in stage IV rectal cancer patients. One hundred ninety-eight patients underwent surgical treatment for stage IV rectal cancer. In 145 (73%) patients, a simultaneous procedure was performed. Fifty-three (27%) patients underwent staged liver resection. A subpopulation of 69 (35%) patients underwent major liver resection (3 segments or more) and 30 (44%) patients with simultaneous surgery. The demographics of the 2 groups were similar. Complication rates were comparable for simultaneous or staged resections, even in the group subjected to major liver resection. Total hospital stay was significantly shorter for the simultaneously resected patients (P < .01). Simultaneous resection of rectal primaries and liver metastases is a safe procedure in carefully selected patients at high-volume institutions, even if major liver resections are required."
47,It's Fournier's gangrene still dangerous?,19504993,16123564,1.0,1.0,0.0,0.10958755016326904,"Fournier's gangrene is known to have an impact in the morbidity and despite antibiotics and aggressive debridement, the mortality rate remains high. To assess the morbidity and mortality in the treatment of Fournier's gangrene in our experience. The medical records of 14 patients with Fournier's gangrene who presented at the University Hospital Center ""Mother Teresa"" from January 1997 to December 2006 were reviewed retrospectively to analyze the outcome and identify the risk factor and prognostic indicators of mortality. Of the 14 patients, 5 died and 9 survived. Mean age was 54 years (range from 41-61): it was 53 years in the group of survivors and 62 years in deceased group. There was a significant difference in leukocyte count between patients who survived (range 4900-17000/mm) and those died (range 20.300-31000/mm3). Mean hospital stay was about 19 days (range 2-57 days). The interval from the onset of clinical symptoms to the initial surgical intervention seems to be the most important prognostic factor with a significant impact on outcome. Despite extensive therapeutic efforts, Fournier's gangrene remains a surgical emergency and early recognition with prompt radical debridement is the mainstays of management.","Fournier's gangrene (FG) is a rare but life-threatening disease. Although antibiotics and aggressive debridement have been broadly accepted as the standard treatment, the mortality rate remains high. We conducted a retrospective study to analyze the outcome and identify the risk factors and prognostic indicators. We retrospectively reviewed the medical records of 25 patients diagnosed with FG between July 1993 and August 2003. Data collected included age, predisposing factors, treatment modalities, length of hospital stay, surgical debridement times, and outcome. The FG severity index was used to predict outcome. Univariate analysis of the different prognostic factors was performed using t test and Fisher's exact probability test. All patients were male, 60% were diabetic, and the mean age was 55.8 years. The mean hospital stay was 20 days and the mortality rate was 32%. The mean age of 53.8+/-18.3 (SD) years in the survival group (n=17) was significantly lower than the 59.9+/-10.2 years (n=8) of the non-survival group (p<0.05). Non-survival group patients had lower serum hematocrit (mean 28.9, p=0.019) and albumin (mean 1.93, p=0.024) levels. In our series, the mean FG severity index for survivors was 4.41+/-2.45 (range 2-9) compared to 12.75+/-2.82 (range 9-18) for those who died (t test, p<0.0001). The survival rate of younger patients with FG was higher. We agree that a FG severity index cutoff value of 9 is an excellent predictor of outcome."
47,It's Fournier's gangrene still dangerous?,19504993,24740336,1.0,1.0,0.0,0.16381680965423584,"Fournier's gangrene is known to have an impact in the morbidity and despite antibiotics and aggressive debridement, the mortality rate remains high. To assess the morbidity and mortality in the treatment of Fournier's gangrene in our experience. The medical records of 14 patients with Fournier's gangrene who presented at the University Hospital Center ""Mother Teresa"" from January 1997 to December 2006 were reviewed retrospectively to analyze the outcome and identify the risk factor and prognostic indicators of mortality. Of the 14 patients, 5 died and 9 survived. Mean age was 54 years (range from 41-61): it was 53 years in the group of survivors and 62 years in deceased group. There was a significant difference in leukocyte count between patients who survived (range 4900-17000/mm) and those died (range 20.300-31000/mm3). Mean hospital stay was about 19 days (range 2-57 days). The interval from the onset of clinical symptoms to the initial surgical intervention seems to be the most important prognostic factor with a significant impact on outcome. Despite extensive therapeutic efforts, Fournier's gangrene remains a surgical emergency and early recognition with prompt radical debridement is the mainstays of management.","Fournier's gangrene (FG) is a rapidly progressive and necrotizing infection of the subcutaneous and fascial tissues with a high mortality rate. In the present study, we aimed to investigate prognostic factors and analyze the outcomes of 68 patients in a tertiary reference hospital. Patients admitted to the emergency department were investigated retrospectively between January 2006 and January 2013 and divided into two groups. The patients in Group I (G1) required one debridement, and Group II (G2) patients required more than one. Patient demographic and clinical characteristics were encoded. Fournier's Gangrene Severity Index (FGSI) scores, neutrophil-lymphocyte ratios (NLR), and platelet-lymphocyte ratios (PLR) were calculated. Prognostic factors were compared between the groups. There were no statistically significant differences between the groups in terms of mean age, female-male ratio, or duration of symptoms on admission; however, there were more infection sources, predisposal factors, and positive culture results in G2. Additionally, hospital stay, total cost, and mortality rate values were high in G2. We found statistically higher NLR and PLR ratios in G2, but there was no significant difference in FGSI scores between the groups. The FGSI scoring system was not found to be valuable in determining prognosis. However, NLR and PLR were valuable, and previous use of NLR and PLR for determining Fournier's gangrene prognosis could not be found in the English literature."
